Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales(in dollars),Operating Profit(in dollars),Sales Method
Kohl's,1189833,02-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850,467500,116875,Outlet
Kohl's,1189833,03-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,725,362500,145000,Outlet
Kohl's,1189833,04-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,675,337500,118125,Outlet
Kohl's,1189833,05-05-2021,West,California,Los Angeles,Men's Apparel,60.00,675,405000,222750,Outlet
Kohl's,1189833,06-05-2021,West,California,Los Angeles,Women's Apparel,65.00,650,422500,84500,Outlet
Kohl's,1189833,07-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,850,425000,170000,Outlet
Kohl's,1189833,08-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850,467500,116875,Outlet
Kohl's,1189833,09-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,700,350000,140000,Outlet
Kohl's,1189833,10-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650,325000,113750,Outlet
Kohl's,1189833,11-05-2021,West,California,Los Angeles,Men's Apparel,60.00,650,390000,214500,Outlet
Kohl's,1189833,12-05-2021,West,California,Los Angeles,Women's Apparel,65.00,700,455000,91000,Outlet
Kohl's,1189833,13-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,800,400000,160000,Outlet
Kohl's,1189833,14-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,800,440000,110000,Outlet
Kohl's,1189833,15-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,650,325000,130000,Outlet
Kohl's,1189833,16-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,625,312500,109375,Outlet
Kohl's,1189833,17-05-2021,West,California,Los Angeles,Men's Apparel,60.00,600,360000,198000,Outlet
Kohl's,1189833,18-05-2021,West,California,Los Angeles,Women's Apparel,65.00,650,422500,84500,Outlet
Kohl's,1189833,19-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,825,412500,165000,Outlet
Kohl's,1189833,20-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,825,453750,113438,Outlet
Kohl's,1189833,21-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,675,337500,135000,Outlet
Kohl's,1189833,22-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650,325000,113750,Outlet
Kohl's,1189833,23-05-2021,West,California,Los Angeles,Men's Apparel,60.00,600,360000,198000,Outlet
Kohl's,1189833,24-05-2021,West,California,Los Angeles,Women's Apparel,65.00,700,455000,91000,Outlet
Kohl's,1189833,25-05-2021,West,California,Los Angeles,Men's Street Footwear,50.00,900,450000,180000,Outlet
Kohl's,1189833,26-05-2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,900,495000,123750,Outlet
Kohl's,1189833,27-05-2021,West,California,Los Angeles,Women's Street Footwear,50.00,700,350000,140000,Outlet
Kohl's,1189833,28-05-2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,700,350000,122500,Outlet
Kohl's,1189833,29-05-2021,West,California,Los Angeles,Men's Apparel,60.00,625,375000,206250,Outlet
Kohl's,1189833,30-05-2021,West,California,Los Angeles,Women's Apparel,65.00,725,471250,94250,Outlet
Foot Locker,1185732,31-05-2021,West,California,Los Angeles,Men's Street Footwear,45.00,475,213750,85500,Outlet
Foot Locker,1185732,01-06-2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,275,123750,43313,Outlet
Foot Locker,1185732,02-06-2021,West,California,Los Angeles,Women's Street Footwear,35.00,275,96250,33688,Outlet
Foot Locker,1185732,03-06-2021,West,California,Los Angeles,Women's Athletic Footwear,40.00,125,50000,20000,Outlet
Foot Locker,1185732,04-06-2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175,96250,33688,Outlet
Foot Locker,1185732,05-06-2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275,123750,61875,Outlet
Foot Locker,1185732,06-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,45.00,525,236250,94500,Outlet
Foot Locker,1185732,07-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,175,78750,27563,Outlet
Foot Locker,1185732,08-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,35.00,225,78750,27563,Outlet
Foot Locker,1185732,09-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,100,40000,16000,Outlet
Foot Locker,1185732,10-06-2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175,96250,33688,Outlet
Foot Locker,1185732,11-06-2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275,123750,61875,Outlet
Foot Locker,1185732,12-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,495,247500,99000,Outlet
Foot Locker,1185732,13-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,200,100000,35000,Outlet
Foot Locker,1185732,14-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,225,90000,31500,Outlet
Foot Locker,1185732,15-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75,33750,13500,Outlet
Foot Locker,1185732,16-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,75000,26250,Outlet
Foot Locker,1185732,17-06-2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225,112500,56250,Outlet
Foot Locker,1185732,18-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,450,225000,90000,Outlet
Foot Locker,1185732,19-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,150,75000,26250,Outlet
Foot Locker,1185732,20-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,150,60000,21000,Outlet
Foot Locker,1185732,21-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75,33750,13500,Outlet
Foot Locker,1185732,22-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,100,60000,21000,Outlet
Foot Locker,1185732,23-06-2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225,112500,56250,Outlet
Foot Locker,1185732,24-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,495,297000,118800,Outlet
Foot Locker,1185732,25-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.00,200,110000,38500,Outlet
Foot Locker,1185732,26-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,175,87500,30625,Outlet
Foot Locker,1185732,27-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,100,50000,20000,Outlet
Foot Locker,1185732,28-06-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,75000,26250,Outlet
Foot Locker,1185732,29-06-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,162500,81250,Outlet
Foot Locker,1185732,30-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,250000,100000,Outlet
Foot Locker,1185732,01-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,250,112500,39375,Outlet
Foot Locker,1185732,02-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200,80000,28000,Outlet
Foot Locker,1185732,03-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175,70000,28000,Outlet
Foot Locker,1185732,04-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175,87500,30625,Outlet
Foot Locker,1185732,05-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,350,192500,96250,Outlet
Foot Locker,1185732,06-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,575,287500,115000,Outlet
Foot Locker,1185732,07-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325,146250,51188,Outlet
Foot Locker,1185732,08-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250,100000,35000,Outlet
Foot Locker,1185732,09-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,200,80000,32000,Outlet
Foot Locker,1185732,10-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,225,112500,39375,Outlet
Foot Locker,1185732,11-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,400,220000,110000,Outlet
Foot Locker,1185732,12-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,550,275000,110000,Outlet
Foot Locker,1185732,13-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325,146250,51188,Outlet
Foot Locker,1185732,14-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250,100000,35000,Outlet
Foot Locker,1185732,15-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,225,90000,36000,Outlet
Foot Locker,1185732,16-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,200,100000,35000,Outlet
Foot Locker,1185732,17-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,375,206250,103125,Outlet
Foot Locker,1185732,18-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,250000,100000,Outlet
Foot Locker,1185732,19-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,300,135000,47250,Outlet
Foot Locker,1185732,20-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200,80000,28000,Outlet
Foot Locker,1185732,21-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175,70000,28000,Outlet
Foot Locker,1185732,22-07-2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175,87500,30625,Outlet
Foot Locker,1185732,23-07-2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,250,137500,68750,Outlet
Foot Locker,1185732,24-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,425,255000,102000,Outlet
Foot Locker,1185732,25-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250,125000,43750,Outlet
Foot Locker,1185732,26-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,150,75000,26250,Outlet
Foot Locker,1185732,27-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,125,62500,25000,Outlet
Foot Locker,1185732,28-07-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,75000,26250,Outlet
Foot Locker,1185732,29-07-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,162500,81250,Outlet
Foot Locker,1185732,30-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,400,240000,96000,Outlet
Foot Locker,1185732,31-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250,125000,43750,Outlet
Foot Locker,1185732,01-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,195,97500,34125,Outlet
Foot Locker,1185732,02-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,175,87500,35000,Outlet
Foot Locker,1185732,03-08-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,150,90000,31500,Outlet
Foot Locker,1185732,04-08-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,162500,81250,Outlet
Foot Locker,1185732,05-08-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,500,300000,120000,Outlet
Foot Locker,1185732,06-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,300,150000,52500,Outlet
Foot Locker,1185732,07-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,250,125000,43750,Outlet
Foot Locker,1185732,08-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,200,100000,40000,Outlet
Foot Locker,1185732,09-08-2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,200,120000,42000,Outlet
Foot Locker,1185732,10-08-2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,300,195000,97500,Outlet
Sports Direct,1197831,11-08-2021,Midwest,Illinois,Chicago,Men's Street Footwear,20.00,725,145000,43500,Outlet
Sports Direct,1197831,12-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.00,725,217500,65250,Outlet
Sports Direct,1197831,13-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,30.00,525,157500,47250,Outlet
Sports Direct,1197831,14-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.00,525,183750,73500,Outlet
Sports Direct,1197831,15-08-2021,South,Texas,Dallas,Men's Apparel,40.00,375,150000,37500,Outlet
Sports Direct,1197831,16-08-2021,South,Texas,Dallas,Women's Apparel,35.00,525,183750,82688,Outlet
Sports Direct,1197831,17-08-2021,South,Texas,Dallas,Men's Street Footwear,25.00,675,168750,50625,Outlet
Sports Direct,1197831,18-08-2021,South,Texas,Dallas,Men's Athletic Footwear,35.00,650,227500,68250,Outlet
Sports Direct,1197831,19-08-2021,South,Texas,Dallas,Women's Street Footwear,35.00,475,166250,49875,Outlet
Sports Direct,1197831,20-08-2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,425,148750,59500,Outlet
Sports Direct,1197831,21-08-2021,South,Texas,Dallas,Men's Apparel,40.00,300,120000,30000,Outlet
Sports Direct,1197831,22-08-2021,South,Texas,Dallas,Women's Apparel,35.00,500,175000,78750,Outlet
Sports Direct,1197831,23-08-2021,South,Texas,Dallas,Men's Street Footwear,30.00,675,202500,70875,Outlet
Sports Direct,1197831,24-08-2021,South,Texas,Dallas,Men's Athletic Footwear,40.00,675,270000,94500,Outlet
Sports Direct,1197831,25-08-2021,South,Texas,Dallas,Women's Street Footwear,30.00,500,150000,52500,Outlet
Sports Direct,1197831,26-08-2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,400,140000,63000,Outlet
Sports Direct,1197831,27-08-2021,South,Texas,Dallas,Men's Apparel,40.00,300,120000,36000,Outlet
Sports Direct,1197831,28-08-2021,South,Texas,Dallas,Women's Apparel,35.00,450,157500,78750,Outlet
Sports Direct,1197831,29-08-2021,South,Texas,Dallas,Men's Street Footwear,20.00,700,140000,49000,Outlet
Sports Direct,1197831,30-08-2021,South,Texas,Dallas,Men's Athletic Footwear,30.00,700,210000,73500,Outlet
Sports Direct,1197831,31-08-2021,South,Texas,Dallas,Women's Street Footwear,25.00,525,131250,45938,Outlet
Sports Direct,1197831,01-09-2021,South,Texas,Dallas,Women's Athletic Footwear,30.00,425,127500,57375,Outlet
Sports Direct,1197831,02-09-2021,South,Texas,Dallas,Men's Apparel,35.00,325,113750,34125,Outlet
Sports Direct,1197831,03-09-2021,South,Texas,Dallas,Women's Apparel,30.00,600,180000,90000,Outlet
Sports Direct,1197831,04-09-2021,South,Texas,Dallas,Men's Street Footwear,20.00,750,150000,52500,Outlet
Sports Direct,1197831,05-09-2021,South,Texas,Dallas,Men's Athletic Footwear,30.00,775,232500,81375,Outlet
Sports Direct,1197831,06-09-2021,South,Texas,Dallas,Women's Street Footwear,25.00,625,156250,54688,Outlet
Sports Direct,1197831,07-09-2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,550,192500,86625,Outlet
Sports Direct,1197831,08-09-2021,South,Texas,Dallas,Men's Apparel,50.00,450,225000,67500,Outlet
Sports Direct,1197831,09-09-2021,South,Texas,Dallas,Women's Apparel,45.00,800,360000,180000,Outlet
Sports Direct,1197831,10-09-2021,South,Texas,Dallas,Men's Street Footwear,45.00,800,360000,126000,Outlet
Sports Direct,1197831,11-09-2021,South,Texas,Dallas,Men's Athletic Footwear,50.00,800,400000,140000,Outlet
Sports Direct,1197831,12-09-2021,South,Texas,Dallas,Women's Street Footwear,45.00,650,292500,102375,Outlet
Sports Direct,1197831,13-09-2021,South,Texas,Dallas,Women's Athletic Footwear,45.00,600,270000,121500,Outlet
Sports Direct,1197831,14-09-2021,South,Texas,Dallas,Men's Apparel,50.00,500,250000,75000,Outlet
Sports Direct,1197831,15-09-2021,South,Texas,Dallas,Women's Apparel,55.00,875,481250,240625,Outlet
Sports Direct,1197831,16-09-2021,South,Texas,Dallas,Men's Street Footwear,45.00,825,371250,148500,Outlet
Sports Direct,1197831,17-09-2021,South,Texas,Dallas,Men's Athletic Footwear,50.00,825,412500,165000,Outlet
Sports Direct,1197831,18-09-2021,South,Texas,Dallas,Women's Street Footwear,45.00,975,438750,175500,Outlet
Sports Direct,1197831,19-09-2021,South,Texas,Dallas,Women's Athletic Footwear,45.00,575,258750,129375,Outlet
Sports Direct,1197831,20-09-2021,South,Texas,Dallas,Men's Apparel,50.00,575,287500,100625,Outlet
Sports Direct,1197831,21-09-2021,South,Texas,Dallas,Women's Apparel,60.00,850,510000,280500,Outlet
Sports Direct,1197831,22-09-2021,South,Texas,Dallas,Men's Street Footwear,50.00,800,400000,160000,Outlet
Sports Direct,1197831,23-09-2021,South,Texas,Dallas,Men's Athletic Footwear,55.00,800,440000,176000,Outlet
Sports Direct,1197831,24-09-2021,South,Texas,Dallas,Women's Street Footwear,50.00,975,487500,195000,Outlet
Sports Direct,1197831,25-09-2021,South,Texas,Dallas,Women's Athletic Footwear,50.00,525,262500,131250,Outlet
Sports Direct,1197831,26-09-2021,South,Texas,Dallas,Men's Apparel,55.00,525,288750,101063,Outlet
Sports Direct,1197831,27-09-2021,South,Texas,Dallas,Women's Apparel,60.00,775,465000,255750,Outlet
Sports Direct,1197831,28-09-2021,South,Texas,Dallas,Men's Street Footwear,55.00,725,398750,159500,Outlet
Sports Direct,1197831,29-09-2021,South,Texas,Dallas,Men's Athletic Footwear,55.00,675,371250,148500,Outlet
Sports Direct,1197831,30-09-2021,South,Texas,Dallas,Women's Street Footwear,60.00,725,435000,174000,Outlet
Sports Direct,1197831,01-10-2021,South,Texas,Dallas,Women's Athletic Footwear,60.00,450,270000,135000,Outlet
Sports Direct,1197831,02-10-2021,South,Texas,Dallas,Men's Apparel,55.00,450,247500,86625,Outlet
Sports Direct,1197831,03-10-2021,South,Texas,Dallas,Women's Apparel,50.00,675,337500,185625,Outlet
Sports Direct,1197831,04-10-2021,South,Texas,Dallas,Men's Street Footwear,40.00,625,250000,100000,Outlet
Sports Direct,1197831,05-10-2021,South,Texas,Dallas,Men's Athletic Footwear,40.00,625,250000,100000,Outlet
Sports Direct,1197831,06-10-2021,South,Texas,Dallas,Women's Street Footwear,45.00,575,258750,103500,Outlet
Sports Direct,1197831,07-10-2021,South,Texas,Dallas,Women's Athletic Footwear,45.00,425,191250,95625,Outlet
Sports Direct,1197831,08-10-2021,South,Texas,Dallas,Men's Apparel,40.00,400,160000,56000,Outlet
Sports Direct,1197831,09-10-2021,South,Texas,Dallas,Women's Apparel,50.00,575,287500,158125,Outlet
Sports Direct,1197831,10-10-2021,South,Texas,Dallas,Men's Street Footwear,40.00,725,290000,116000,Outlet
Sports Direct,1197831,11-10-2021,South,Texas,Dallas,Men's Athletic Footwear,40.00,725,290000,116000,Outlet
